1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
28032,Back,Armor,Cloth,Delicate Green Poncho,97,0,Rare,https://tbc.wowhead.com/item=28032,NA,24.74,31.724,25.76,91.42,3.8,0,39.438,35.84,0,0,111.2524,44.61635,0,0,0,0,27.68,35.6664,0,0,71.12,0,19,NULL,14,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,66,NA,NA,NA,NA,Nagrand,Bring Me The Egg!,1,NA,NA
28249,Back,Armor,Cloth,Capacitus' Cloak of Calibration,115,70,Rare,https://tbc.wowhead.com/item=28249,NA,21.59,34.186,27.6,63.26,3.8,0,19.008,16.812,0,0,104.1814,47.3189,0,0,0,0,26.928,27.4392,0,0,75.32,0,19,NULL,18,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,78,NA,NA,NA,NA,The Mechanar,NA,1,NA,NA
28256,Back,Armor,Cloth,Thoriumweave Cloak,115,70,Rare,https://tbc.wowhead.com/item=28256,NA,28.4,0,0,0,7,0,0,0,0,0,0,61.571,0,0,0,0,51,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,390,NA,NA,NA,NA,Mechanar,Mechano-Lord Capacitus,1,NA,NA
28269,Back,Armor,Cloth,Baba's Cloak of Arcanistry,115,70,Rare,https://tbc.wowhead.com/item=28269,NA,11.28,0,0,0,11.64,25.443,0,0,4.5,36.1,0,17.4354,42.909,47.814,29.39,32.66,34.3,6.3748,28.4,33.8,0,18.86,15,15,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,78,NA,NA,NA,NA,Mechanar,Pathaleon the Calculator,1,NA,NA
28301,Back,Armor,Cloth,Syrannis' Mystic Sheen,115,70,Rare,https://tbc.wowhead.com/item=28301,NA,2.34,0,0,0,0,0,0,0,0,0,0,23.49945,0,0,0,0,11.7,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,234,NA,NA,NA,NA,Botanica,Commander Sarannis,1,NA,NA
28328,Back,Armor,Cloth,Mithril-Bark Cloak,115,70,Rare,https://tbc.wowhead.com/item=28328,NA,23.18,0,0,0,6.4,0,0,0,0,0,0,28.31795,0,0,0,0,32.7,0,0,0,0,0,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,78,NA,NA,NA,NA,Botanica,Laj,1,NA,NA
28371,Back,Armor,Cloth,Netherfury Cape,115,70,Rare,https://tbc.wowhead.com/item=28371,NA,18.08,38.32,31.41,56.39,3.8,0,16.8,13.734,0,0,82.5844,40.774925,0,0,0,0,24.606,27.5571,0,0,79.37,0,19,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,78,NA,NA,NA,NA,Botanica,Warp Splinter,1,NA,NA
28373,Back,Armor,Cloth,Cloak of Scintillating Auras,115,70,Rare,https://tbc.wowhead.com/item=28373,NA,9.18,0,0,0,29.68,2.972,0,0,23.82,12.2,0,15.51495,25.988,8.48,3.56,4.36,16.3,0.0704,53,2.88,0,50.32,12,16,NULL,NULL,18,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,78,NA,NA,NA,NA,Arcatraz,Zereketh the Unbound,1,NA,NA
28377,Back,Armor,Cloth,Sergeant's Heavy Cloak,123,70,Epic,https://tbc.wowhead.com/item=28377,NA,23.74,34.751,28.5,70.11,5.4,0,34.846,24.32,0,0,73.7656,46.289825,0,0,0,0,34.63,23.8507,0,0,75.43,0,27,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,104,NA,NA,NA,NA,NA,PvP,1,NA,NA
28378,Back,Armor,Cloth,Sergeant's Heavy Cape,123,70,Epic,https://tbc.wowhead.com/item=28378,NA,24.14,0,0,0,12.84,26.744,0,0,3.6,30.56,0,31.56915,36.248,37.82,27.32,27.92,54.3,7.2704,13.2,28.16,0,6.24,33,12,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,104,NA,NA,NA,NA,NA,PvP,1,NA,NA
28379,Back,Armor,Cloth,Sergeant's Heavy Cape,123,70,Epic,https://tbc.wowhead.com/item=28379,NA,24.14,0,0,0,12.84,26.744,0,0,3.6,30.56,0,31.56915,36.248,37.82,27.32,27.92,54.3,7.2704,13.2,28.16,0,6.24,33,12,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,104,NA,NA,NA,NA,NA,PvP,1,NA,NA
28380,Back,Armor,Cloth,Sergeant's Heavy Cloak,123,70,Epic,https://tbc.wowhead.com/item=28380,NA,23.74,34.751,28.5,70.11,5.4,0,34.846,24.32,0,0,73.7656,46.289825,0,0,0,0,34.63,23.8507,0,0,75.43,0,27,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,104,NA,NA,NA,NA,NA,PvP,1,NA,NA
28529,Back,Armor,Cloth,Royal Cloak of Arathi Kings,115,70,Epic,https://tbc.wowhead.com/item=28529,NA,31.27,36.88,29.08,66.36,6.2,0,11.632,16,0,0,105.7688,52.620875,0,0,0,0,34.974,39.8832,0,0,73.44,0,31,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,97,NA,NA,NA,NA,Karazhan,Moroes,1,NA,NA
28570,Back,Armor,Cloth,Shadow-Cloak of Dalaran,115,70,Epic,https://tbc.wowhead.com/item=28570,NA,14.27,0,0,0,13.16,37.116,0,0,5.4,42.84,0,21.904075,51.426,53.1,37.98,38.88,48.95,10.0728,19.8,39.24,0,9.36,19,18,NULL,NULL,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,97,NA,NA,NA,NA,Karazhan,Moroes,1,NA,NA
28582,Back,Armor,Cloth,Red Riding Hood's Cloak,115,70,Epic,https://tbc.wowhead.com/item=28582,NA,12.17,0,0,0,30.76,1.364,0,0,26.08,12.42,0,19.983625,24.252,11.66,3.96,5.62,21.45,0.0968,76.6,3.96,0,73.44,16,22,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,97,NA,NA,NA,NA,Karazhan,The Big Bad Wolf,1,NA,NA
28653,Back,Armor,Cloth,Shadowvine Cloak of Infusion,115,70,Epic,https://tbc.wowhead.com/item=28653,NA,0.97,0,0,0,33.34,3.722,0,0,25.2,20.68,0,9.741225,38.975,11.13,6.49,8.26,6.95,0.0924,43.3,3.78,0,28.92,NULL,21,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,97,NA,NA,NA,NA,Karazhan,Terestian Illhoof,1,NA,NA
28660,Back,Armor,Cloth,Gilded Thorium Cloak,115,70,Epic,https://tbc.wowhead.com/item=28660,NA,34.45,0,0,0,6,0,0,0,0,0,0,62.655525,0,0,0,0,55.85,0,0,0,0,0,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NA,NA,NA,385,NA,NA,NA,NA,Karazhan,Terestian Illhoof,1,NA,NA
28672,Back,Armor,Cloth,Drape of the Dark Reavers,115,70,Epic,https://tbc.wowhead.com/item=28672,NA,30.825,43.261,35.34,126.2,4.2,0,55.281,50.058,0,0,156.2203,60.3227,0,0,0,0,34.69,47.7584,0,0,98.54,0,21,NULL,24,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,97,NA,NA,NA,NA,Karazhan,Shade of Aran,1,NA,NA
28764,Back,Armor,Cloth,Farstrider Wildercloak,125,70,Epic,https://tbc.wowhead.com/item=28764,NA,29.75,31.815,24.85,70,7.2,0,36.19,21.91,0,0,70,51.090025,0,0,0,0,41.85,21.035,0,0,70,0,36,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,105,NA,NA,NA,NA,Karazhan,Prince Malchezaar,1,NA,NA
28765,Back,Armor,Cloth,Stainless Cloak of the Pure Hearted,125,70,Epic,https://tbc.wowhead.com/item=28765,NA,16.45,0,0,0,33.43,1.426,0,0,27.68,12.8,0,24.627925,25.145,12.19,4.07,5.78,27.35,0.1012,81.7,4.14,0,78.96,22,23,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,105,NA,NA,NA,NA,Karazhan,Prince Malchezaar,1,NA,NA
28766,Back,Armor,Cloth,Ruby Drape of the Mysticant,125,70,Epic,https://tbc.wowhead.com/item=28766,NA,16.45,0,0,0,15.32,45.1476,0,0,6.3,59.58,0,24.627925,66.213,74.43,58.41,59.28,48.15,8.4204,23.1,42.78,0,10.92,22,21,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,105,NA,NA,NA,NA,Karazhan,Prince Malchezaar,1,NA,NA
28777,Back,Armor,Cloth,Cloak of the Pit Stalker,125,70,Epic,https://tbc.wowhead.com/item=28777,NA,25.85,47.532,38.84,96.56,5.6,0,48.152,33.224,0,0,101.1776,53.915025,0,0,0,0,37.41,32.5312,0,0,103.28,0,28,NULL,NULL,NULL,NULL,56,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,105,NA,NA,NA,NA,Magtheridon's Lair,Magtheridon,1,NA,NA
28797,Back,Armor,Cloth,Brute Cloak of the Ogre-Magi,125,70,Epic,https://tbc.wowhead.com/item=28797,NA,13.65,0,0,0,15.38,33.3685,0,0,6,49.4,0,22.067325,58.351,66.238,39.63,44.77,43.05,8.192,41.55,46.55,0,28.57,18,20,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,105,NA,NA,NA,NA,Gruul's Lair,High King Maulgar,1,NA,NA
29139,Back,Armor,Cloth,Ceremonial Cover,115,70,Rare,https://tbc.wowhead.com/item=29139,NA,11.28,0,0,0,22.52,1.612,0,0,13.8,13.36,0,17.4354,27.166,13.78,4.18,5.96,20,0.1144,40.6,4.68,0,25.52,15,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,78,NA,NA,NA,NA,The Mag'har,Exalted,1,NA,NA
29140,Back,Armor,Cloth,Cloak of the Ancient Spirits,115,70,Rare,https://tbc.wowhead.com/item=29140,NA,11.28,0,0,0,22.52,1.612,0,0,13.8,13.36,0,17.4354,27.166,13.78,4.18,5.96,20,0.1144,40.6,4.68,0,25.52,15,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,78,NA,NA,NA,NA,Kurenai,Exalted,1,NA,NA
29354,Back,Armor,Cloth,Light-Touched Stole of Altruism,110,70,Epic,https://tbc.wowhead.com/item=29354,NA,16.33,0,0,0,25.77,1.302,0,0,20.6,7.98,0,23.422825,18.753,11.13,2.31,3.36,26.55,0.0924,67.1,3.78,0,65.92,22,21,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,93,NA,NA,NA,NA,Auchenai Crypts,Exarch Maladaar,1,NA,NA
29369,Back,Armor,Cloth,Shawl of Shifting Probabilities,110,70,Epic,https://tbc.wowhead.com/item=29369,NA,13.53,0,0,0,13.24,25.941,0,0,4.8,40.28,0,20.862225,47.34,54.702,31.78,36.54,37.15,6.2168,36.3,38.18,0,25.7,18,16,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,93,NA,NA,NA,NA,Badge of Justice,G'eras,1,NA,NA
29375,Back,Armor,Cloth,Bishop's Cloak,110,70,Epic,https://tbc.wowhead.com/item=29375,NA,12.13,0,0,0,28.78,1.054,0,0,25.06,11.1,0,19.581925,20.445,9.01,3.63,5.12,20.75,0.0748,71.5,3.06,0,70.84,16,17,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,93,NA,NA,NA,NA,Badge of Justice,G'eras,3,NA,NA
29382,Back,Armor,Cloth,Blood Knight War Cloak,110,70,Epic,https://tbc.wowhead.com/item=29382,NA,25.515,37.387,30.38,97.91,4.4,0,49.104,36.506,0,0,117.4209,54.410475,0,0,0,0,34.23,29.0428,0,0,88.02,0,22,NULL,23,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,93,NA,NA,NA,NA,Badge of Justice,G'eras,1,NA,NA
29385,Back,Armor,Cloth,Farstrider Defender's Cloak,110,70,Epic,https://tbc.wowhead.com/item=29385,NA,42.67,0,0,0,6,0,0,0,0,0,0,46.017975,0,0,0,0,51.75,0,0,0,0,0,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,NULL,NA,NA,NA,267,NA,NA,NA,NA,Badge of Justice,G'eras,1,NA,NA
29813,Back,Armor,Cloth,Cloak of Woven Energy,106,0,Rare,https://tbc.wowhead.com/item=29813,NA,4.92,0,0,0,10.15,31.213,0,0,5.25,38.56,0,11.0715,45.427,47.656,33.19,34.92,30.6,8.194,19.7,35.24,0,11.5,6,13,NULL,NULL,3,NULL,NULL,29,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,72,NA,NA,NA,NA,Netherstorm,Hitting the Motherlode,1,NA,NA
29925,Back,Armor,Cloth,Phoenix-Wing Cloak,128,70,Epic,https://tbc.wowhead.com/item=29925,NA,50.63,0,0,0,7.4,0,0,0,0,0,0,44.595975,0,0,0,0,63.7,0,0,0,0,0,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL,22,NULL,NULL,NA,NA,NA,108,NA,NA,NA,NA,Tempest Keep,Al'ar,2,NA,NA
29989,Back,Armor,Cloth,Sunshower Light Cloak,138,70,Epic,https://tbc.wowhead.com/item=29989,NA,13.76,0,0,0,42.91,3.688,0,0,36.22,15.92,0,23.172,34.432,12.72,4.64,5.84,24.4,0.1056,90,4.32,0,89.48,18,24,NULL,NULL,20,NULL,NULL,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,116,NA,NA,NA,NA,Tempest Keep,Kael'thas Sunstrider,2,NA,NA
29992,Back,Armor,Cloth,Royal Cloak of the Sunstriders,138,70,Epic,https://tbc.wowhead.com/item=29992,NA,20.06,0,0,0,16.84,45.364,0,0,6.6,52.36,0,28.93335,62.854,64.9,46.42,47.52,63.1,12.3112,24.2,47.96,0,11.44,27,22,NULL,NULL,NULL,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,116,NA,NA,NA,NA,Tempest Keep,Kael'thas Sunstrider,2,NA,NA
29994,Back,Armor,Cloth,Thalassian Wildercloak,138,70,Epic,https://tbc.wowhead.com/item=29994,NA,32.42,49.862,40.38,128.76,5.6,0,64.724,47.436,0,0,152.5124,69.6889,0,0,0,0,43.48,38.2308,0,0,116.72,0,28,NULL,28,NULL,NULL,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,116,NA,NA,NA,NA,Tempest Keep,Kael'thas Sunstrider,2,NA,NA
30098,Back,Armor,Cloth,Razor-Scale Battlecloak,128,70,Epic,https://tbc.wowhead.com/item=30098,NA,26.565,48.571,39.08,86.21,4.4,0,24.288,21.482,0,0,144.1989,62.61135,0,0,0,0,32.892,38.6164,0,0,106.02,0,22,NULL,23,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,108,NA,NA,NA,NA,Serpentshrine Cavern,Morogrim Tidewalker,2,NA,NA
30642,Back,Armor,Cloth,Drape of the Righteous,115,70,Epic,https://tbc.wowhead.com/item=30642,NA,0.97,0,0,0,13.76,0.806,0,0,10.9,9,0,9.741225,16.215,6.89,2.97,4.18,6.15,0.0572,28.3,2.34,0,20.76,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,97,NA,NA,NA,NA,Karazhan,Trash,1,NA,NA
30729,Back,Armor,Cloth,Black-Iron Battlecloak,120,70,Epic,https://tbc.wowhead.com/item=30729,NA,7.01,54.87,45,110.7,0,0,55.02,38.4,0,0,116.472,39.450675,0,0,0,0,13.15,37.659,0,0,119.1,0,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,101,NA,NA,NA,NA,Shadowmoon Valley,Doomwalker,1,NA,NA
30735,Back,Armor,Cloth,Ancient Spellcloak of the Highborne,120,70,Epic,https://tbc.wowhead.com/item=30735,NA,1.01,0,0,0,8.94,40.3405,0,0,4.5,53.1,0,10.142925,59.482,69.484,45.44,49.61,31.75,10.3332,32.65,51.05,0,22.81,NULL,15,NULL,NULL,NULL,NULL,NULL,36,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,101,NA,NA,NA,NA,Hellfire Peninsula,Doom Lord Kazzak,1,NA,NA
30831,Back,Armor,Cloth,Cloak of Arcane Evasion,112,69,Rare,https://tbc.wowhead.com/item=30831,NA,9.16,0,0,0,2.4,0,0,0,0,0,0,15.3141,0,0,0,0,14.6,0,0,0,0,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,76,NA,NA,NA,NA,Tailoring,Crafted,1,NA,NA
31140,Back,Armor,Cloth,Cloak of Entropy,88,61,Rare,https://tbc.wowhead.com/item=31140,NA,0.61,0,0,0,5.72,33.374,0,0,3.3,41.18,0,6.125925,44.373,51.08,40.71,41.16,21.65,6.9884,12.1,31.98,0,5.72,NULL,11,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,61,NA,NA,NA,NA,NA,World Drop,1,NA,NA
31143,Back,Armor,Cloth,Shroud of Frenzy,91,62,Rare,https://tbc.wowhead.com/item=31143,NA,4.33,35.72,29.02,50.14,0,0,12.8,10.464,0,0,77.7044,25.854075,0,0,0,0,6.054,25.74,0,0,73.52,0,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,63,NA,NA,NA,NA,NA,World Drop,1,NA,NA
31201,Back,Armor,Cloth,Illidari Cloak,103,66,Rare,https://tbc.wowhead.com/item=31201,NA,0.7,0,0,0,0,0,0,0,0,0,0,7.02975,0,0,0,0,3.5,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,70,NA,NA,NA,NA,Netherstorm,Chief Engineer Lorthander,1,NA,NA
31254,Back,Armor,Cloth,Striderhide Cloak,97,64,Rare,https://tbc.wowhead.com/item=31254,NA,0.66,0,0,0,0,0,0,0,0,0,0,6.62805,0,0,0,0,3.3,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,66,NA,NA,NA,NA,Zangarmarsh,Marticar (Rare),1,NA,NA
31255,Back,Armor,Cloth,Cloak of the Craft,103,66,Rare,https://tbc.wowhead.com/item=31255,NA,13.95,34.855,28.75,104.93,0,0,46.191,42.61,0,0,133.5254,39.417125,0,0,0,0,13.5,38.943,0,0,80.92,0,NULL,NULL,25,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,70,NA,NA,NA,NA,NA,World Drop,1,NA,NA
31329,Back,Armor,Cloth,Lifegiving Cloak,100,70,Epic,https://tbc.wowhead.com/item=31329,NA,0.85,0,0,0,23.92,0.806,0,0,25.54,7.84,0,8.536125,14.899,6.89,2.53,3.58,5.55,0.0572,75.5,2.34,0,80.76,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,85,NA,NA,NA,NA,NA,World Drop,1,NA,NA
31465,Back,Armor,Cloth,Sha'tari Anchorite's Cloak,115,0,Rare,https://tbc.wowhead.com/item=31465,NA,0.78,0,0,0,21.07,1.674,0,0,17.72,10.26,0,7.83315,24.111,14.31,2.97,4.32,6.6,0.1188,59.3,4.86,0,51.04,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,78,NA,NA,NA,NA,Terokkar Forest,How to Break Into the Arcatraz,1,NA,NA
31935,Back,Armor,Cloth,Frigid Cloak,109,70,Rare,https://tbc.wowhead.com/item=31935,NA,19.64,0,0,0,5.4,0,0,0,0,0,0,24.7155,0,0,0,0,28,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,1,NA,NA
31936,Back,Armor,Cloth,Fiery Cloak,109,70,Rare,https://tbc.wowhead.com/item=31936,NA,19.64,0,0,0,5.4,0,0,0,0,0,0,24.7155,0,0,0,0,28,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,3,NA,NA
31937,Back,Armor,Cloth,Living Cloak,109,70,Rare,https://tbc.wowhead.com/item=31937,NA,19.64,0,0,0,5.4,0,0,0,0,0,0,24.7155,0,0,0,0,28,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,1,NA,NA
31938,Back,Armor,Cloth,Enigmatic Cloak,109,70,Rare,https://tbc.wowhead.com/item=31938,NA,19.64,0,0,0,5.4,0,0,0,0,0,0,24.7155,0,0,0,0,28,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,1,NA,NA
31939,Back,Armor,Cloth,Dark Cloak,109,70,Rare,https://tbc.wowhead.com/item=31939,NA,19.64,0,0,0,5.4,0,0,0,0,0,0,24.7155,0,0,0,0,28,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,3,NA,NA
31942,Back,Armor,Cloth,Deathwing Brood Cloak,115,70,Rare,https://tbc.wowhead.com/item=31942,NA,0.78,0,0,0,0,0,0,0,0,0,0,7.83315,0,0,0,0,3.9,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,78,NA,NA,NA,NA,Tailoring,Crafted,3,NA,NA
32323,Back,Armor,Cloth,Shadowmoon Destroyer's Drape,141,70,Epic,https://tbc.wowhead.com/item=32323,NA,30.355,66.364,53.87,152.68,4.8,0,68.783,55.232,0,0,166.9587,65.485075,0,0,0,0,37.12,59.6262,0,0,142.06,0,24,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,24,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,118,NA,NA,NA,NA,Black Temple,Teron Gorefiend,3,NA,NA
